Fecha,S&P/BMV IPC (MXX) CIERRE, S&P/BMV IPC (MXX) APERTURA,S&P/BMV IPC (MXX) VOL,NASDAQ CIERRRE,NASDAQ APERTURA,NASDAQ VOL,S&P 500 CIERRE,RUSELL 2000 CIERRE,RUSELL 2000 APERTURA,DOLAR CIERRE,DOLAR APERTURA,EURO CIERRE,EURO APERTURA,TITULAR MUNDIAL,UBICACIÓN,LINK MUNDIAL,Fecha ref 2,CONFIRMADOS MUNDO,CONFIRMADOS MEXICO,CONFIRMADOS USA
23/01/2020,"45,476.43","45,502.34",198.09M,"9,402.48","9,377.72",611.04M,"3,325.54","1,685.01","1,680.54",18.767,18.698,20.745,20.7337,"Coronavirus Overwhelms Hospitals in Wuhan, Videos Show",ASIA PACIFIC,https://www.nytimes.com/video/world/asia/100000006936419/coronavirus-china-wuhan.html?searchResultPosition=1,23/01/2020,581,0,0
24/01/2020,"45,141.62","45,493.97",142.72M,"9,314.91","9,446.20",629.47M,"3,295.47","1,662.23","1,687.81",18.7905,18.7625,20.7143,20.7364,"Mexico Breaks Up a Migrant Caravan, Pleasing White House",AMERICAS,https://www.nytimes.com/2020/01/24/world/americas/migrant-caravan-mexico.html?searchResultPosition=1,24/01/2020,846,0,1
27/01/2020,"44,134.39","44,802.73",126.49M,"9,139.31","9,092.46",686.78M,"3,243.63","1,644.14","1,660.82",18.9126,18.8346,20.8398,20.7151,Chinese Officials Race to Contain Anger Over Virus,ASIA PACIFIC,https://www.nytimes.com/2020/01/27/world/asia/china-coronavirus-social-media.html?searchResultPosition=1,27/01/2020,2798,0,5
28/01/2020,"44,717.94","44,206.68",126.85M,"9,269.68","9,201.82",530.77M,"3,276.24","1,658.31","1,651.13",18.7231,18.9153,20.6366,20.8397,Coronavirus Map: Tracking the Global Outbreak,ASIA PACIFIC,https://www.nytimes.com/interactive/2020/world/coronavirus-maps.html?searchResultPosition=1,28/01/2020,4593,0,5
29/01/2020,"45,132.60","44,858.38",166.38M,"9,275.16","9,318.26",548.87M,"3,273.40","1,649.22","1,661.08",18.699,18.7256,20.5895,20.6384,Foreigners Airlifted From Chinese City at Heart of Coronavirus Outbreak,ASIA PACIFIC,https://www.nytimes.com/2020/01/29/world/asia/wuhan-china-coronavirus-evacuations.html?searchResultPosition=1,29/01/2020,6065,0,5
30/01/2020,"44,862.76","45,088.10",160.39M,"9,298.93","9,211.15",573.68M,"3,283.66","1,648.22","1,641.47",18.7801,18.7015,20.7182,20.5876,Iranian Rapper Detained in Turkey Faces Deportation,EUROPE,https://www.nytimes.com/2020/01/30/world/europe/iran-rapper-amir-tataloo.html?searchResultPosition=1,30/01/2020,7818,0,5
31/01/2020,"44,108.31","44,759.90",312.76M,"9,150.94","9,324.33",695.77M,"3,225.52","1,614.06","1,643.69",18.8428,18.7826,20.9042,20.7183,"At the Stroke of Brexit, Britain Steps, Guardedly, Into a New Dawn",EUROPE,https://www.nytimes.com/2020/01/31/world/europe/brexit-britain-leaves-EU.html?searchResultPosition=1,31/01/2020,9826,0,6
03/02/2020,null,null,null,"9,273.40","9,190.72",623.27M,"3,248.92","1,632.21","1,618.80",18.8165,18.855,20.8111,20.909,"At the Stroke of Brexit, Britain Steps, Guardedly, Into a New Dawn",ASIA PACIFIC,https://www.nytimes.com/video/world/asia/100000006947043/wuhan-residents-coronavirus.html?searchResultPosition=1,03/02/2020,17391,0,11
04/02/2020,"45,047.07","44,330.97",230.42M,"9,467.97","9,398.39",607.83M,"3,297.59","1,656.77","1,644.42",18.667,18.8175,20.6157,20.8091,Hong Kong Reports Its First Coronavirus Death as Outbreak Widens,ASIA PACIFIC,https://www.nytimes.com/2020/02/04/world/asia/coronavirus-hong-kong-death.html?searchResultPosition=1,04/02/2020,20630,0,11
05/02/2020,"44,782.86","45,252.61",160.08M,"9,508.68","9,574.10",625.91M,"3,334.69","1,681.92","1,667.95",18.6005,18.6715,20.4587,20.6221,"Johnson and BBC Trade Jabs, as War on the Press Flares",EUROPE,https://www.nytimes.com/2020/02/05/world/europe/Britain-Johnson-BBC.html?searchResultPosition=1,05/02/2020,24554,0,11
06/02/2020,"44,493.15","44,870.06",140.86M,"9,572.15","9,540.98",582.67M,"3,345.78","1,677.46","1,685.44",18.6603,18.599,20.4899,20.4543,Benetton Severs Ties With Oliviero Toscani,EUROPE,https://www.nytimes.com/2020/02/06/world/europe/benetton-oliviero-toscani.html?searchResultPosition=1,06/02/2020,28276,0,12
07/02/2020,"44,399.33","44,407.16",109.89M,"9,520.51","9,526.64",549.79M,"3,327.71","1,656.78","1,673.53",18.7683,18.6628,20.5419,20.4962,A New Martyr Puts a Face on China’s Deepening Coronavirus Crisis,ASIA PACIFIC,https://www.nytimes.com/2020/02/07/world/asia/china-coronavirus-doctor-death.html?searchResultPosition=1,07/02/2020,31481,0,12
10/02/2020,"44,290.53","44,390.36",127.40M,"9,628.39","9,493.63",546.60M,"3,352.09","1,667.67","1,654.92",18.6977,18.7805,20.4011,20.5436,"More Than 100 Troops Have Brain Injuries From Iran Missile Strike, Pentagon Says",MIDDLE EAST,https://www.nytimes.com/2020/02/10/world/middleeast/iraq-iran-brain-injuries.html?searchResultPosition=1,10/02/2020,40554,0,12
11/02/2020,"45,027.41","44,379.18",151.71M,"9,638.94","9,680.89",567.80M,"3,357.75","1,677.51","1,674.50",18.6594,18.6977,20.3686,20.406,Quarantined Cruise Passengers Have Many Questions. Japan Has Few Answers.,,https://www.nytimes.com/2020/02/11/world/asia/japan-coronavirus-diamond-princess.html?searchResultPosition=1,11/02/2020,43103,0,13
12/02/2020,"45,338.37","45,193.58",271.16M,"9,725.96","9,688.60",589.71M,"3,379.45","1,689.38","1,684.39",18.6198,18.6551,20.2453,20.3713,Arrest of Former Oil Chief Is a Win for Mexico’s Anti-Corruption Drive,AMERICAS,https://www.nytimes.com/2020/02/12/world/americas/mexico-lozoya-pemex-odebrecht.html?searchResultPosition=1,12/02/2020,45171,0,13
13/02/2020,"45,005.12","45,338.37",177.63M,"9,711.97","9,657.04",545.84M,"3,373.94","1,693.74","1,684.58",18.6,18.6235,20.1652,20.2489,"Celebrated Abroad, Juan Guaidó Faces Critical Test in Venezuela",AMERICAS,https://www.nytimes.com/2020/02/13/world/americas/venezuela-guaido-returns.html?searchResultPosition=1,13/02/2020,46997,0,14
14/02/2020,"44,999.68","45,122.58",131.04M,"9,731.18","9,728.90",536.34M,"3,380.16","1,687.58","1,694.87",18.5409,18.5975,20.0835,20.1615,He Observed a Protest. Now He Faces a Possible Life Sentence.,EUROPE,https://www.nytimes.com/2020/02/14/world/europe/turkey-trial-Aksakoglu.html?searchResultPosition=1,14/02/2020,49053,0,15
17/02/2020,"45,016.96","44,996.42",32.14M,null,null,null,null,"1,687.58","1,687.58",18.5555,18.5395,20.1058,20.0821,"As Afghan Soldier Kills 2 Americans, Peace Talks Forge Ahead",ASIA PACIFIC,https://www.nytimes.com/2020/02/17/world/asia/afghanistan-peace-american-deaths.html?searchResultPosition=1,17/02/2020,71429,0,15
18/02/2020,"44,974.11","44,991.01",133.30M,"9,732.74","9,679.04",555.31M,"3,370.29","1,683.52","1,686.03",18.5922,18.5555,20.0647,20.1059,"Coronavirus Epidemic Keeps Growing, but Spread in China Slows",ASIA PACIFIC,https://www.nytimes.com/2020/02/18/world/asia/china-coronavirus-cases.html?searchResultPosition=1,18/02/2020,73332,0,15
19/02/2020,"44,901.50","45,046.02",174.54M,"9,817.18","9,782.81",580.07M,"3,386.15","1,692.57","1,685.33",18.5635,18.5922,20.0597,20.0665,Gunman Kills at Least 9 in German City of Hanau,EUROPE,https://www.nytimes.com/2020/02/19/world/europe/germany-shooting-hanau.html?searchResultPosition=1,19/02/2020,75204,0,15
20/02/2020,"44,774.54","44,956.46",182.72M,"9,750.97","9,799.20",646.92M,"3,373.23","1,696.07","1,689.42",18.8327,18.5647,20.3091,20.0604,Lesotho’s Leader Misses Court Date to Be Charged in Killing of Estranged Wife,AFRICA,https://www.nytimes.com/2020/02/20/world/africa/lesotho-thabane.html?searchResultPosition=1,20/02/2020,75748,0,15
21/02/2020,"44,802.54","44,810.63",146.65M,"9,576.59","9,708.01",699.67M,"3,337.75","1,678.61","1,694.73",18.9024,18.8352,20.4996,20.3132,‘Why Are They Hiding Us?’ Indian City Builds Wall to Shield Slum Before Trump Visit,ASIA PACIFIC,https://www.nytimes.com/video/world/asia/100000006992393/trump-wall-india.html?searchResultPosition=1,21/02/2020,76769,0,15
24/02/2020,"43,818.07","43,988.77",163.77M,"9,221.28","9,188.44",795.20M,"3,225.89","1,628.10","1,676.65",19.0699,18.91,20.6975,20.494,"Under Pressure From Trump, Extraditions to U.S. From Mexico Soar",AMERICAS,https://www.nytimes.com/2020/02/24/world/americas/mexico-extraditions-william-barr.html?searchResultPosition=1,24/02/2020,79331,0,35
25/02/2020,"43,045.68","43,939.81",177.16M,"8,965.61","9,301.20",871.82M,"3,128.21","1,571.90","1,630.87",19.09,19.07,20.7718,20.6985,"In Mubarak’s Legacy, Egyptians See the Failings of the Arab Spring",MIDDLE EAST,https://www.nytimes.com/2020/02/25/world/middleeast/mubarak-legacy-egypt.html?searchResultPosition=1,25/02/2020,80239,0,53
26/02/2020,"42,737.28","43,148.38",236.28M,"8,980.77","9,011.55",870.35M,"3,116.39","1,552.76","1,572.27",19.2825,19.0825,20.9813,20.7637,Women in Mexico Are Urged to Disappear for a Day in Protest,AMERICAS,https://www.nytimes.com/2020/02/26/world/americas/mexico-un-dia-sin-nosotras.html?searchResultPosition=1,26/02/2020,81109,0,53
27/02/2020,"41,607.42","42,512.40",221.64M,"8,566.48","8,744.03",1.15B,"2,978.76","1,497.87","1,545.25",19.513,19.289,21.4643,20.9921,"At a Locked Down Spanish Resort, Many Questions, Little Information",EUROPE,https://www.nytimes.com/2020/02/27/world/europe/tenerife-coronavirus-lockdown.html?searchResultPosition=1,27/02/2020,82294,0,59
28/02/2020,"41,324.31","41,183.75",380.96M,"8,567.37","8,269.74",1.44B,"2,954.22","1,476.43","1,496.83",19.6185,19.5135,21.6301,21.468,Italy’s Quarantine Leaves Locked-Down Towns Feeling ‘Sacrificed’,EUROPE,https://www.nytimes.com/2020/02/28/world/europe/italy-coronavirus-quarantine.html?searchResultPosition=1,28/02/2020,83352,3,59
02/03/2020,"42,167.24","41,391.09",267.18M,"8,952.17","8,667.14",1.10B,"3,090.23","1,518.49","1,476.59",19.405,19.862,21.6056,21.5796,Colombia Court Keeps Restrictive Abortion Law in Place,AMERICAS,https://www.nytimes.com/2020/03/02/world/americas/colombia-abortion.html?searchResultPosition=1,02/03/2020,88949,5,62
03/03/2020,"42,472.25","42,209.29",241.74M,"8,684.09","8,965.10",1.10B,"3,003.37","1,486.08","1,518.52",19.455,19.407,21.7371,21.6097,Iran Crosses a Key Threshold: It Again Has Sufficient Fuel for a Bomb,MIDDLE EAST,https://www.nytimes.com/search?dropmab=false&endDate=20200303&query=&sections=World%7Cnyt%3A%2F%2Fsection%2F70e865b6-cc70-5181-84c9-8368b3a5c34b&sort=best&startDate=20200303,03/03/2020,90869,5,64
04/03/2020,"43,404.76","42,711.71",157.32M,"9,018.09","8,834.10",878.06M,"3,130.12","1,531.20","1,500.15",19.5364,19.4575,21.7557,21.7356,Italy’s Elderly Suffer Heavy Toll as Coronavirus Spreads,EUROPE,https://www.nytimes.com/2020/03/04/world/europe/coronavirus-italy-elderly.html?searchResultPosition=1,04/03/2020,93091,5,108
05/03/2020,"42,344.86","43,263.75",142.96M,"8,738.59","8,790.09",901.11M,"3,023.94","1,478.82","1,522.85",19.8495,19.539,22.3108,21.7531,António Guterres Wants Gender Parity at the U.N. It May Take Time.,WORLD,https://www.nytimes.com/2020/03/05/world/antonio-guterres-un.html?searchResultPosition=1,05/03/2020,95324,5,129
06/03/2020,"41,388.78","42,134.15",167.49M,"8,575.62","8,469.01",1.05B,"2,972.37","1,449.22","1,476.63",20.1099,19.8495,22.696,22.3136,"Crisis Deepens in Tiny Guyana, the World’s Newest Petro State",AMERICAS,https://www.nytimes.com/2020/03/06/world/americas/Guyana-election.html?searchResultPosition=1,06/03/2020,98192,6,148
09/03/2020,"38,730.56","40,101.87",206.51M,"7,950.68","7,957.93",1.20B,"2,746.56","1,313.44","1,396.24",20.8215,20.564,23.8385,22.7409,Saudi Arabia’s Crown Prince Had Been Lying Low. That’s Over.,MIDDLE EAST,https://www.nytimes.com/2020/03/09/world/middleeast/saudi-prince-mohammed-oil-price.html?searchResultPosition=1,09/03/2020,109577,7,213
10/03/2020,"39,565.44","39,502.23",260.72M,"8,344.25","8,219.76",1.12B,"2,882.23","1,350.90","1,329.88",20.844,20.7505,23.512,23.79,"Behind the Russia-Saudi Breakup, Calculations and Miscalculations",EUROPE,https://www.nytimes.com/2020/03/10/world/europe/russia-saudi-oil.html?searchResultPosition=1,10/03/2020,113702,7,472
11/03/2020,"38,678.55","39,248.49",246.66M,"7,952.05","8,136.25",1.06B,"2,741.38","1,264.30","1,349.24",21.3855,20.82,24.0993,23.5193,UAE Joins Saudi in Opening Oil Taps as Row With Russia Slams Crude Prices,EUROPE,https://www.nytimes.com/reuters/2020/03/11/world/europe/11reuters-global-oil-opec.html?searchResultPosition=1,11/03/2020,118319,11,696
12/03/2020,"36,636.70","38,371.15",338.78M,"7,201.80","7,398.58",1.34B,"2,480.64","1,122.93","1,253.87",21.921,21.3871,24.5187,24.1011,Johnson Holds Back on Restrictive Measures in U.K.’s Fight to Curb Virus,EUROPE,https://www.nytimes.com/2020/03/12/world/europe/coronavirus-britain-johnson.html?searchResultPosition=1,12/03/2020,125260,15,987
13/03/2020,"38,085.05","37,487.68",281.97M,"7,874.88","7,610.39",1.25B,"2,711.02","1,210.13","1,153.76",21.9255,21.9395,24.3515,24.5212,Japan's Abe Asks Ruling Party Heavyweight to Mull Tax Cuts: Nikkei,ASIA PACIFIC,https://www.nytimes.com/reuters/2020/03/13/world/asia/13reuters-health-coronavirus-japan-economy.html?searchResultPosition=1,13/03/2020,132758,26,1264
16/03/2020,null,null,null,"6,904.59","7,392.73",1.27B,"2,386.13","1,037.42","1,174.97",22.885,21.6925,25.5923,24.3177,Dutch Businesses Rush for Government Assistance as Coronavirus Bites,EUROPE,https://www.nytimes.com/reuters/2020/03/16/world/europe/16reuters-healthcare-coronavirus-netherland-business.html?searchResultPosition=1,16/03/2020,167515,82,1678
17/03/2020,"36,862.84","36,660.13",495.33M,"7,334.78","6,904.59",1.29B,"2,529.19","1,106.51","1,043.87",22.9594,22.8727,25.2484,25.5758,Qiagen to Beef Up Capacity to Produce Coronavirus Test Kits,EUROPE,https://www.nytimes.com/reuters/2020/03/17/world/europe/17reuters-health-coronavirus-qiagen.html?searchResultPosition=1,17/03/2020,179111,93,3503
18/03/2020,"35,532.74","36,096.76",293.11M,"6,989.84","6,902.32",1.26B,"2,398.10",991.16,"1,057.65",23.6665,22.98,25.8995,25.316,New Zealand Passes Historic Law to Decriminalize Abortion,ASIA PACIFIC,https://www.nytimes.com/reuters/2020/03/18/world/asia/18reuters-newzealand-abortion.html?searchResultPosition=1,18/03/2020,191127,118,3536
19/03/2020,"35,143.63","35,566.42",232.08M,"7,150.58","6,996.45",1.19B,"2,409.39","1,066.50",988.71,24.0275,23.7282,25.6902,25.8993,Bavaria Head More Popular Than Merkel in Midst of Coronavirus Crisis,EUROPE,https://www.nytimes.com/reuters/2020/03/19/world/europe/19reuters-health-coronavirus-germany-politics.html?searchResultPosition=1,19/03/2020,209839,164,7087
20/03/2020,"34,269.51","35,284.70",703.95M,"6,879.52","7,248.07",1.64B,"2,304.92","1,020.77","1,064.72",24.422,24.0275,26.1194,25.6903,Cuba Bars Entry to Foreign Tourists in Bid to Contain Coronavirus Spread,AMERICAS,https://www.nytimes.com/reuters/2020/03/20/world/americas/20reuters-health-coronavirus-cuba-president.html?searchResultPosition=1,20/03/2020,234073,203,10442
22/03/2020,null,null,null,null,null,null,null,null,null,24.775,24.425,26.4845,26.1242,South Korea Says Will Make All-Out Effort to Prevent Credit Crunch,ASIA PACIFIC,https://www.nytimes.com/reuters/2020/03/22/world/asia/22reuters-health-coronavirus-southkorea-markets.html?searchResultPosition=1,22/03/2020,292142,316,15219
23/03/2020,"32,964.22","34,481.30",186.60M,"6,860.67","6,843.08",1.08B,"2,237.40",988.71,"1,014.08",25.3325,24.7764,27.1942,26.1218,"Netanyahu Ally, Israeli Supreme Court Clash, With PM's Future at Stake",MIDDLE EAST,https://www.nytimes.com/reuters/2020/03/23/world/middleeast/23reuters-israel-politics.html?searchResultPosition=1,23/03/2020,332930,367,31573
24/03/2020,"34,565.71","33,435.12",246.84M,"7,417.86","7,196.15",1.15B,"2,447.33","1,079.25","1,041.07",24.8425,25.3606,26.8025,27.1942,Medical NGO MSF Surprised by Iran Decision to Cancel Coronavirus Mission,MIDDLE EAST,https://www.nytimes.com/reuters/2020/03/24/world/middleeast/24reuters-health-coronavirus-iran-msf.html?searchResultPosition=1,24/03/2020,372755,405,42164
25/03/2020,"35,536.70","34,547.58",211.80M,"7,384.29","7,421.36",1.19B,"2,475.56","1,121.91","1,100.14",23.948,24.8435,26.0602,26.8026,U.S. Should Refrain From Export Controls in Pandemic Response: Chamber of Commerce,ASIA PACIFIC,https://www.nytimes.com/reuters/2020/03/25/world/asia/25reuters-health-coronavirus-usa-business.html?auth=login-google&searchResultPosition=1,25/03/2020,413467,475,51914
26/03/2020,"35,706.57","35,517.91",223.23M,"7,797.54","7,462.21",1.01B,"2,630.07","1,160.21",116.3,22.943,23.948,25.3061,26.0578,"Trump to Receive New Coronavirus Recommendations This Weekend, Plans Xi Call",ASIA PACIFIC,https://www.nytimes.com/reuters/2020/03/26/world/asia/26reuters-health-coronavirus-usa-trump.html?searchResultPosition=1,26/03/2020,464684,585,63570
27/03/2020,"33,799.49","34,951.31",270.72M,"7,502.38","7,554.21",1.00B,"2,541.47","1,131.99","1,163.92",23.343,22.943,26.0088,25.3061,"One Continent, Two Very Different Political Responses to the Pandemic",CANADA,https://www.nytimes.com/2020/03/27/world/canada/Compare-us-response-coronavirus.html?searchResultPosition=1,27/03/2020,509164,717,68334
29/03/2020,null,null,null,null,null,null,null,null,null,23.605,23.705,26.2889,25.9422,"Japan to Expand Entry Ban to Include US, China, Most of Europe: Asahi",ASIA PACIFIC,https://www.nytimes.com/reuters/2020/03/29/world/asia/29reuters-health-coronavirus-japan.html?searchResultPosition=1,29/03/2020,634813,993,103321
30/03/2020,"34,179.28","33,978.74",11.90M,"7,685.17","7,585.21",240.24M,"2,585.83","1,143.80","1,136.95",24.2765,23.605,26.3204,26.2913,Countries Crack Down on Basic Rights Amid Virus Pandemic,EUROPE,https://www.nytimes.com/aponline/2020/03/30/world/europe/ap-eu-virus-outbreak-grabbing-power.html?searchResultPosition=1,30/03/2020,693224,1094,122653
31/03/2020,"34,554.53",34239.11,377.85M,"7,700.10","7,740.06",1.10B,"2,584.59","1,153.10","1,155.68",23.719,23.804,26.1644,26.3011,Mexico President Ramps Up Rich vs Poor Rhetoric in Coronavirus Fight,AMERICAS,https://www.nytimes.com/reuters/2020/03/31/world/americas/31reuters-mexico-president.html?searchResultPosition=1,31/03/2020,750890,1215,140640
01/04/2020,"33,691.88","34,098.86",209.11M,"7,360.58","7,459.50",914.11M,"2,470.50","1,071.99","1,127.73",24.24,23.719,26.5767,26.16644,Chilean Consul in Argentine Grains Hub Rosario Dies From Coronavirus,AMERICAS,https://www.nytimes.com/reuters/2020/04/01/world/americas/01reuters-health-coronavirus-chile-argentina.html?searchResultPosition=1,01/04/2020,823626,1378,163199
02/04/2020,"33,590.62",33686.09,186.45M,"7,487.31","7,317.45",912.99M,"2,526.90","1,085.81","1,071.46",24.226,24.2385,26.3046,26.5767,France Races to Boost Supplies of Critical Medications,EUROPE,https://www.nytimes.com/reuters/2020/04/02/world/europe/02reuters-health-coronavirus-france-medicine.html?searchResultPosition=1,02/04/2020,896475,1510,187302
03/04/2020,"33,075.41","33,708.52",170.64M,"7,373.08","7,477.27",836.10M,"2,488.65","1,052.05","1,082.90",25.0125,24.226,26.036,26.3046,World Bank Sees 'Major Global Recession' Due to Pandemic,AFRICA,https://www.nytimes.com/reuters/2020/04/03/world/africa/03reuters-health-coronavirus-worldbank.html?searchResultPosition=1,03/04/2020,972303,1688,213600
05/04/2020,null,null,null,null,null,null,null,null,null,25.2771,25.09,27.3145,26.9799,Timeline: Johnson's Activities Before His Hospitalisation With Coronavirus,EUROPE,https://www.nytimes.com/reuters/2020/04/05/world/europe/05reuters-health-coronavirus-britain-johnson-timeline.html?searchResultPosition=1,05/04/2020,1133758,2143,273808
06/04/2020,34.332.64,33641.07,79.13M,"7,786.83","7,660.77",528.36M,"2,631.20","1,116.30","1,097.05",24.7785,25.2772,26.7614,27.311,"Denmark to Reopen Day Cares, Schools on April 15 if Coronavirus Numbers Remain Stable, PM Says",EUROPE,https://www.nytimes.com/reuters/2020/04/06/world/europe/06reuters-health-coronavirus-denmark.html?searchResultPosition=1,06/04/2020,1210956,2439,307318
07/04/2020,"34,526.31","34,688.32",209.74M,"7,887.26","8,129.99",1.00B,"2,659.41","1,139.17","1,158.17",24.3115,24.6316,26.4776,26.5849,United States Deports Haitians Despite Coronavirus Fears,AMERICAS,https://www.nytimes.com/reuters/2020/04/07/world/americas/07reuters-health-coronavirus-haiti.html?searchResultPosition=1,07/04/2020,1279722,2785,333811
08/04/2020,"34,567.78","34,625.07",173.30M,"8,090.90","7,975.72",838.25M,"2,749.98","1,191.66","1,151.01",24.0125,24.3115,26.0728,26.4776,"Most Small Factories in England Plan Job Cuts, Despite Government Help: Survey",EUROPE,https://www.nytimes.com/reuters/2020/04/08/world/europe/08reuters-britain-economy-manufacturers.html?searchResultPosition=1,08/04/2020,1353361,3181,363321
09/04/2020,null,null,null,"8,153.58","8,169.01",925.80M,"2,789.82","1,246.73","1,212.66",23.6345,24.0034,25.816,26.0677,"Panama Reports 224 New Coronavirus Cases, Bringing Total to 2,752",AMERICAS,https://www.nytimes.com/reuters/2020/04/09/world/americas/09reuters-health-coronavirus-panama.html?searchResultPosition=1,09/04/2020,1436198,3441,395030
