Fecha,BMV CIERRE,BMV APERTURA,BMV VOL,NASDAQ CIERRRE,NASDAQ APERTURA,NASDAQ VOL,S&P 500 CIERRE,RUSELL 2000 CIERRE,RUSELL 2000 APERTURA,DOLAR CIERRE,DOLAR APERTURA,EURO CIERRE,EURO APERTURA,TITULAR MUNDIAL,UBICACIÓN,LINK MUNDIAL,CASOS COVID MUNDO,CONFIRMADOS MUNDO,CONFIRMADOS MEXICO,CONFIRMADOS USA,NUEVOS CASOS WW
05/03/2020,41.73,37.55,2.75M,"8,738.59","8,790.09",901.11M,"3,023.94","1,478.82","1,522.85",19.8495,19.539,22.3108,21.7531,António Guterres Wants Gender Parity at the U.N. It May Take Time.,WORLD,https://www.nytimes.com/2020/03/05/world/antonio-guterres-un.html?searchResultPosition=1,0,95324,5,129,2233
06/03/2020,41.35,37.55,969.60K,"8,575.62","8,469.01",1.05B,"2,972.37","1,449.22","1,476.63",20.1099,19.8495,22.696,22.3136,"Crisis Deepens in Tiny Guyana, the World’s Newest Petro State",AMERICAS,https://www.nytimes.com/2020/03/06/world/americas/Guyana-election.html?searchResultPosition=1,0,98192,5,148,2868
09/03/2020,39.7,37.71,1.08M,"7,950.68","7,957.93",1.20B,"2,746.56","1,313.44","1,396.24",20.8215,20.564,23.8385,22.7409,Saudi Arabia’s Crown Prince Had Been Lying Low. That’s Over.,MIDDLE EAST,https://www.nytimes.com/2020/03/09/world/middleeast/saudi-prince-mohammed-oil-price.html?searchResultPosition=1,0,109577,7,213,11385
10/03/2020,41.39,37.45,1.28M,"8,344.25","8,219.76",1.12B,"2,882.23","1,350.90","1,329.88",20.844,20.7505,23.512,23.79,"Behind the Russia-Saudi Breakup, Calculations and Miscalculations",EUROPE,https://www.nytimes.com/2020/03/10/world/europe/russia-saudi-oil.html?searchResultPosition=1,0,113702,7,472,4125
11/03/2020,40.17,37.27,2.09M,"7,952.05","8,136.25",1.06B,"2,741.38","1,264.30","1,349.24",21.3855,20.82,24.0993,23.5193,UAE Joins Saudi in Opening Oil Taps as Row With Russia Slams Crude Prices,EUROPE,https://www.nytimes.com/reuters/2020/03/11/world/europe/11reuters-global-oil-opec.html?searchResultPosition=1,0,118319,7,696,4617
12/03/2020,37.89,37.28,1.51M,"7,201.80","7,398.58",1.34B,"2,480.64","1,122.93","1,253.87",21.921,21.3871,24.5187,24.1011,Johnson Holds Back on Restrictive Measures in U.K.’s Fight to Curb Virus,EUROPE,https://www.nytimes.com/2020/03/12/world/europe/coronavirus-britain-johnson.html?searchResultPosition=1,0,125260,11,987,6941
13/03/2020,39.34,37.35,1.14M,"7,874.88","7,610.39",1.25B,"2,711.02","1,210.13","1,153.76",21.9255,21.9395,24.3515,24.5212,Japan's Abe Asks Ruling Party Heavyweight to Mull Tax Cuts: Nikkei,ASIA PACIFIC,https://www.nytimes.com/reuters/2020/03/13/world/asia/13reuters-health-coronavirus-japan-economy.html?searchResultPosition=1,0,132758,12,1264,7498
16/03/2020,null,null,null,"6,904.59","7,392.73",1.27B,"2,386.13","1,037.42","1,174.97",22.885,21.6925,25.5923,24.3177,Dutch Businesses Rush for Government Assistance as Coronavirus Bites,EUROPE,https://www.nytimes.com/reuters/2020/03/16/world/europe/16reuters-healthcare-coronavirus-netherland-business.html?searchResultPosition=1,0,167515,53,1678,34757
17/03/2020,39.87,37.3,1.49M,"7,334.78","6,904.59",1.29B,"2,529.19","1,106.51","1,043.87",22.9594,22.8727,25.2484,25.5758,Qiagen to Beef Up Capacity to Produce Coronavirus Test Kits,EUROPE,https://www.nytimes.com/reuters/2020/03/17/world/europe/17reuters-health-coronavirus-qiagen.html?searchResultPosition=1,0,179111,53,3503,11596
18/03/2020,36.43,36.17,1.28M,"6,989.84","6,902.32",1.26B,"2,398.10",991.16,"1,057.65",23.6665,22.98,25.8995,25.316,New Zealand Passes Historic Law to Decriminalize Abortion,ASIA PACIFIC,https://www.nytimes.com/reuters/2020/03/18/world/asia/18reuters-newzealand-abortion.html?searchResultPosition=1,0,191127,82,3536,12016
19/03/2020,37.26,35.81,1.39M,"7,150.58","6,996.45",1.19B,"2,409.39","1,066.50",988.71,24.0275,23.7282,25.6902,25.8993,Bavaria Head More Popular Than Merkel in Midst of Coronavirus Crisis,EUROPE,https://www.nytimes.com/reuters/2020/03/19/world/europe/19reuters-health-coronavirus-germany-politics.html?searchResultPosition=1,0,209839,93,7087,18712
20/03/2020,34.23,35.84,2.18M,"6,879.52","7,248.07",1.64B,"2,304.92","1,020.77","1,064.72",24.422,24.0275,26.1194,25.6903,Cuba Bars Entry to Foreign Tourists in Bid to Contain Coronavirus Spread,AMERICAS,https://www.nytimes.com/reuters/2020/03/20/world/americas/20reuters-health-coronavirus-cuba-president.html?searchResultPosition=1,0,234073,118,10442,24234
22/03/2020,null,null,null,null,null,null,null,null,null,24.775,24.425,26.4845,26.1242,South Korea Says Will Make All-Out Effort to Prevent Credit Crunch,ASIA PACIFIC,https://www.nytimes.com/reuters/2020/03/22/world/asia/22reuters-health-coronavirus-southkorea-markets.html?searchResultPosition=1,0,292142,164,15219,58069
23/03/2020,32.305,36.67,null,"6,860.67","6,843.08",1.08B,"2,237.40","1,005.95","1,015.05",25.3325,24.7764,27.2679,26.4845,"Netanyahu Ally, Israeli Supreme Court Clash, With PM's Future at Stake",MIDDLE EAST,https://www.nytimes.com/reuters/2020/03/23/world/middleeast/23reuters-israel-politics.html?searchResultPosition=1,0,332930,251,31573,40788
